"","sent_pair_id","verb_id","verb","classification","frequency_rank","recipient_id","DOsentence","PDsentence","DO_score1","PD_score1","diff1","DO_score2","PD_score2","diff2","DO_score3","PD_score3","diff3","DO_score4","PD_score4","diff4","DO_score5","PD_score5","diff5","DO_avg","PD_avg","diff_avg","DO_score_gpt2","PD_score_gpt2","diff_gpt2","DO_score_gpt2_med","PD_score_gpt2_med","diff_gpt2_med","DO_score_gpt2_large","PD_score_gpt2_large","diff_gpt2_large","DO_score_gpt2_xl","PD_score_gpt2_xl","diff_gpt2_xl"
"43",43,143,"floated","alternating",43,"longIndefinite","John floated a woman who was wearing a hat a bottle.","John floated a bottle to a woman who was wearing a hat.",-5.41935539245605,-4.26497316360474,1.15438222885132,-5.46723890304565,-4.32279586791992,1.14444303512573,-5.78386259078979,-4.45270299911499,1.3311595916748,-5.52739763259888,-4.58803510665894,0.939362525939941,-5.0664119720459,-4.18878602981567,0.877625942230225,-5.45285329818726,-4.36345863342285,1.0893946647644,-5.58839130401611,-4.26817941665649,1.32021188735962,-5.52416276931763,-4.30377864837646,1.22038412094116,-5.52416276931763,-4.30377864837646,1.22038412094116,-5.52416276931763,-4.30377864837646,1.22038412094116
"44",44,143,"floated","alternating",43,"shortIndefinite","Michael floated a woman a bottle.","Michael floated a bottle to a woman.",-7.13114309310913,-5.59421968460083,1.5369234085083,-6.69550895690918,-5.67719221115112,1.01831674575806,-7.56310510635376,-6.59960222244263,0.963502883911133,-7.39444732666016,-6.13088607788086,1.2635612487793,-6.06144285202026,-5.71438503265381,0.347057819366455,-6.9691294670105,-5.94325704574585,1.02587242126465,-6.98712682723999,-5.75447416305542,1.23265266418457,-6.71740102767944,-5.81747436523438,0.899926662445068,-6.71740102767944,-5.81747436523438,0.899926662445068,-6.71740102767944,-5.81747436523438,0.899926662445068
"45",45,145,"pitched","alternating",45,"longIndefinite","Maria pitched a woman who was from work a proposal.","Maria pitched a proposal to a woman who was from work.",-6.49214315414429,-5.2553973197937,1.23674583435059,-6.55794906616211,-5.22864198684692,1.32930707931519,-6.79869222640991,-4.88576793670654,1.91292428970337,-6.80337429046631,-4.8455867767334,1.95778751373291,-6.23376846313477,-4.39478969573975,1.83897876739502,-6.57718544006348,-4.92203674316406,1.65514869689941,-5.62226724624634,-4.68000078201294,0.942266464233398,-6.14446258544922,-4.87185192108154,1.27261066436768,-6.14446258544922,-4.87185192108154,1.27261066436768,-6.14446258544922,-4.87185192108154,1.27261066436768
"46",46,145,"pitched","alternating",45,"shortIndefinite","Bob pitched a man a proposal.","Bob pitched a proposal to a man.",-6.14684677124023,-5.1686053276062,0.978241443634033,-6.28740930557251,-5.07298374176025,1.21442556381226,-6.82913970947266,-5.35430812835693,1.47483158111572,-6.47357702255249,-5.43091154098511,1.04266548156738,-6.82346296310425,-5.05391311645508,1.76954984664917,-6.51208715438843,-5.21614437103271,1.29594278335571,-5.69336700439453,-5.25550985336304,0.437857151031494,-6.54276895523071,-5.36041259765625,1.18235635757446,-6.54276895523071,-5.36041259765625,1.18235635757446,-6.54276895523071,-5.36041259765625,1.18235635757446
"47",47,147,"shipped","alternating",47,"longIndefinite","Michael shipped a man who was wearing a hat a box.","Michael shipped a box to a man who was wearing a hat.",-4.95694923400879,-3.90017795562744,1.05677127838135,-5.34046363830566,-3.94438195228577,1.3960816860199,-5.11188697814941,-3.84438157081604,1.26750540733337,-5.18955230712891,-3.96705985069275,1.22249245643616,-4.96490287780762,-3.72421860694885,1.24068427085876,-5.11275100708008,-3.87604398727417,1.23670701980591,-4.85768938064575,-4.07209825515747,0.785591125488281,-5.10611915588379,-4.17282724380493,0.933291912078857,-5.10611915588379,-4.17282724380493,0.933291912078857,-5.10611915588379,-4.17282724380493,0.933291912078857
"48",48,147,"shipped","alternating",47,"shortIndefinite","Michael shipped a man a box.","Michael shipped a box to a man.",-5.98658800125122,-5.24396896362305,0.742619037628174,-6.50396585464478,-5.34989595413208,1.1540699005127,-6.15136671066284,-5.50348329544067,0.647883415222168,-6.06304025650024,-5.43003082275391,0.633009433746338,-5.87973165512085,-5.08512544631958,0.79460620880127,-6.11693849563599,-5.32250089645386,0.794437599182129,-5.89202260971069,-5.31146478652954,0.580557823181152,-6.28088903427124,-5.60548830032349,0.675400733947754,-6.28088903427124,-5.60548830032349,0.675400733947754,-6.28088903427124,-5.60548830032349,0.675400733947754
"49",49,149,"slammed","alternating",49,"longIndefinite","John slammed a woman who was from work a fastball.","John slammed a fastball to a woman who was from work.",-6.78148555755615,-6.14372110366821,0.637764453887939,-6.81778955459595,-6.34564924240112,0.472140312194824,-6.55013942718506,-5.46271324157715,1.08742618560791,-6.56601333618164,-5.89803028106689,0.667983055114746,-6.48141384124756,-6.1043643951416,0.377049446105957,-6.63936834335327,-5.990895652771,0.648472690582275,-6.70300197601318,-5.95626068115234,0.74674129486084,-6.98893737792969,-6.04959535598755,0.939342021942139,-6.98893737792969,-6.04959535598755,0.939342021942139,-6.98893737792969,-6.04959535598755,0.939342021942139
"50",50,149,"slammed","alternating",49,"shortIndefinite","Bob slammed a woman a fastball.","Bob slammed a fastball to a woman.",-7.43916130065918,-5.80562877655029,1.63353252410889,-7.60159826278687,-6.29536056518555,1.30623769760132,-7.63640594482422,-5.83953475952148,1.79687118530273,-7.77018547058105,-6.47595548629761,1.29422998428345,-7.40624761581421,-6.19308090209961,1.2131667137146,-7.57071971893311,-6.12191209793091,1.4488076210022,-7.47265291213989,-6.07755517959595,1.39509773254395,-7.95968294143677,-6.44249773025513,1.51718521118164,-7.95968294143677,-6.44249773025513,1.51718521118164,-7.95968294143677,-6.44249773025513,1.51718521118164
"51",51,151,"signaled","alternating",51,"longIndefinite","Alice signaled a woman from work a formation.","Alice signaled a formation to a woman from work.",-6.88556671142578,-5.34350204467773,1.54206466674805,-7.18127822875977,-6.1361517906189,1.04512643814087,-7.21967935562134,-5.73757123947144,1.4821081161499,-7.48051357269287,-6.10736083984375,1.37315273284912,-7.24424266815186,-5.89551877975464,1.34872388839722,-7.20225610733032,-5.84402093887329,1.35823516845703,-7.01138877868652,-6.25475454330444,0.75663423538208,-7.18314981460571,-5.93432664871216,1.24882316589355,-7.18314981460571,-5.93432664871216,1.24882316589355,-7.18314981460571,-5.93432664871216,1.24882316589355
"52",52,151,"signaled","alternating",51,"shortIndefinite","Bob signaled a woman a formation.","Bob signaled a formation to a woman.",-6.62240171432495,-5.26085615158081,1.36154556274414,-7.34576177597046,-5.83023071289062,1.51553106307983,-7.51853704452515,-6.22752618789673,1.29101085662842,-8.11472797393799,-6.4892725944519,1.62545537948608,-7.21412897109985,-5.36180973052979,1.85231924057007,-7.36311149597168,-5.83393907546997,1.52917242050171,-7.64205598831177,-6.38973140716553,1.25232458114624,-7.62215757369995,-6.10859441757202,1.51356315612793,-7.62215757369995,-6.10859441757202,1.51356315612793,-7.62215757369995,-6.10859441757202,1.51356315612793
"53",53,153,"snuck","alternating",53,"longIndefinite","Bob snuck a woman who was from work a cookie.","Bob snuck a cookie to a woman who was from work.",-5.65073728561401,-4.8174147605896,0.833322525024414,-6.0630145072937,-4.99372863769531,1.06928586959839,-5.63375329971313,-4.61228609085083,1.0214672088623,-6.26275205612183,-5.13065528869629,1.13209676742554,-6.17849588394165,-4.83404302597046,1.34445285797119,-5.95775060653687,-4.8776255607605,1.08012504577637,-5.64586591720581,-4.71560859680176,0.930257320404053,-6.09596729278564,-5.00331163406372,1.09265565872192,-6.09596729278564,-5.00331163406372,1.09265565872192,-6.09596729278564,-5.00331163406372,1.09265565872192
"54",54,153,"snuck","alternating",53,"shortIndefinite","Linda snuck a woman a cookie.","Linda snuck a cookie to a woman.",-6.75256299972534,-6.10991334915161,0.64264965057373,-6.70274066925049,-5.88593482971191,0.816805839538574,-6.42988634109497,-5.69570589065552,0.734180450439453,-6.34181594848633,-5.78576135635376,0.556054592132568,-7.49906730651855,-6.32572364807129,1.17334365844727,-6.74521465301514,-5.96060781478882,0.784606838226318,-5.92937898635864,-5.41486644744873,0.514512538909912,-6.61010026931763,-5.85826873779297,0.751831531524658,-6.61010026931763,-5.85826873779297,0.751831531524658,-6.61010026931763,-5.85826873779297,0.751831531524658
"55",55,155,"shoved","alternating",55,"longIndefinite","Linda shoved a man who was from work a letter.","Linda shoved a letter to a man who was from work.",-6.49991130828857,-5.67176246643066,0.82814884185791,-6.56261253356934,-5.46496534347534,1.09764719009399,-7.09964275360107,-5.37699365615845,1.72264909744263,-6.47772264480591,-5.5805869102478,0.897135734558105,-7.29896354675293,-5.80266427993774,1.49629926681519,-6.78777055740356,-5.57939453125,1.20837602615356,-6.20660257339478,-5.08435678482056,1.12224578857422,-6.49318742752075,-5.16979932785034,1.32338809967041,-6.49318742752075,-5.16979932785034,1.32338809967041,-6.49318742752075,-5.16979932785034,1.32338809967041
"56",56,155,"shoved","alternating",55,"shortIndefinite","John shoved a woman a letter.","John shoved a letter to a woman.",-6.61931371688843,-5.53278255462646,1.08653116226196,-6.75238084793091,-5.57171869277954,1.18066215515137,-6.24374151229858,-5.2630934715271,0.980648040771484,-6.61308431625366,-5.69325685501099,0.919827461242676,-6.89435625076294,-5.67932462692261,1.21503162384033,-6.6245753288269,-5.54803524017334,1.07654008865356,-6.55956840515137,-5.09990358352661,1.45966482162476,-7.90671920776367,-5.91685342788696,1.98986577987671,-7.90671920776367,-5.91685342788696,1.98986577987671,-7.90671920776367,-5.91685342788696,1.98986577987671
"57",57,157,"hauled","alternating",57,"longIndefinite","Mary hauled a man who was wearing a hat a shipment.","Mary hauled a shipment to a man who was wearing a hat.",-6.12614488601685,-4.57311582565308,1.55302906036377,-5.400550365448,-4.49447441101074,0.906075954437256,-6.60130262374878,-4.58423185348511,2.01707077026367,-6.08139181137085,-4.66975355148315,1.4116382598877,-5.66964673995972,-4.48094367980957,1.18870306015015,-5.97580728530884,-4.56050386428833,1.41530342102051,-5.20828294754028,-4.50227928161621,0.706003665924072,-5.69186305999756,-4.79333162307739,0.898531436920166,-5.69186305999756,-4.79333162307739,0.898531436920166,-5.69186305999756,-4.79333162307739,0.898531436920166
"58",58,157,"hauled","alternating",57,"shortIndefinite","Alice hauled a man a shipment.","Alice hauled a shipment to a man.",-6.57817220687866,-5.68473148345947,0.893440723419189,-7.6147403717041,-6.86171197891235,0.753028392791748,-7.65650510787964,-6.05966901779175,1.59683609008789,-8.27479076385498,-6.66556596755981,1.60922479629517,-7.04910707473755,-5.86956930160522,1.17953777313232,-7.43466310501099,-6.22824954986572,1.20641355514526,-6.95806741714478,-6.00362300872803,0.954444408416748,-7.6867470741272,-6.50922250747681,1.17752456665039,-7.6867470741272,-6.50922250747681,1.17752456665039,-7.6867470741272,-6.50922250747681,1.17752456665039
"59",59,159,"willed","alternating",59,"longIndefinite","Bob willed a woman who was from work a painting.","Bob willed a painting to a woman who was from work.",-5.66113090515137,-5.33758592605591,0.323544979095459,-5.66216516494751,-5.08408880233765,0.578076362609863,-5.77626895904541,-5.29624223709106,0.480026721954346,-6.31923389434814,-5.70657205581665,0.612661838531494,-5.73432302474976,-5.10143280029297,0.632890224456787,-5.83062438964844,-5.30518436431885,0.52544002532959,-5.78602266311646,-4.98053121566772,0.80549144744873,-5.78948593139648,-4.8282904624939,0.961195468902588,-5.78948593139648,-4.8282904624939,0.961195468902588,-5.78948593139648,-4.8282904624939,0.961195468902588
"60",60,159,"willed","alternating",59,"shortIndefinite","John willed a man a painting.","John willed a painting to a man.",-6.1298041343689,-5.75685596466064,0.372948169708252,-6.4084267616272,-5.49677753448486,0.911649227142334,-5.66217279434204,-5.65713262557983,0.00504016876220703,-7.4155707359314,-6.25694799423218,1.15862274169922,-6.12252140045166,-5.6523003578186,0.470221042633057,-6.34769916534424,-5.76400289535522,0.583696269989014,-6.36326122283936,-5.62069606781006,0.742565155029297,-5.73688459396362,-4.921142578125,0.815742015838623,-5.73688459396362,-4.921142578125,0.815742015838623,-5.73688459396362,-4.921142578125,0.815742015838623
"61",61,161,"mailed","alternating",61,"longIndefinite","Mary mailed a woman from work a note.","Mary mailed a note to a woman from work.",-5.73039817810059,-4.62066698074341,1.10973119735718,-5.84704446792603,-4.65706157684326,1.18998289108276,-5.69620084762573,-4.37715435028076,1.31904649734497,-5.97187614440918,-4.81426811218262,1.15760803222656,-6.26111125946045,-4.77548122406006,1.48563003540039,-5.90132617950439,-4.64892644882202,1.25239973068237,-5.5917797088623,-4.60010766983032,0.991672039031982,-5.67943096160889,-5.01308870315552,0.666342258453369,-5.67943096160889,-5.01308870315552,0.666342258453369,-5.67943096160889,-5.01308870315552,0.666342258453369
"62",62,161,"mailed","alternating",61,"shortIndefinite","Alice mailed a man a note.","Alice mailed a note to a man.",-5.06222200393677,-4.34605503082275,0.716166973114014,-6.04456329345703,-5.18874454498291,0.855818748474121,-5.61781549453735,-4.77311277389526,0.84470272064209,-5.60010290145874,-4.9753532409668,0.624749660491943,-5.67701101303101,-4.82130527496338,0.855705738067627,-5.60034294128418,-4.82091417312622,0.779428768157959,-5.18820905685425,-4.49734210968018,0.690866947174072,-5.5848274230957,-5.21247339248657,0.372354030609131,-5.5848274230957,-5.21247339248657,0.372354030609131,-5.5848274230957,-5.21247339248657,0.372354030609131
"63",63,163,"phoned","alternating",63,"longIndefinite","Maria phoned a man who was from work a request.","Maria phoned a request to a man who was from work.",-5.84733581542969,-5.0564022064209,0.790933609008789,-5.74012517929077,-4.85647964477539,0.883645534515381,-5.46551847457886,-4.42268133163452,1.04283714294434,-5.96988248825073,-4.76139783859253,1.2084846496582,-5.62861394882202,-4.45186614990234,1.17674779891968,-5.73029518127441,-4.70976543426514,1.02052974700928,-5.50289440155029,-4.86029863357544,0.642595767974854,-5.35558032989502,-4.64997816085815,0.705602169036865,-5.35558032989502,-4.64997816085815,0.705602169036865,-5.35558032989502,-4.64997816085815,0.705602169036865
"64",64,163,"phoned","alternating",63,"shortIndefinite","Maria phoned a woman a request.","Maria phoned a request to a woman.",-5.72591161727905,-5.1982684135437,0.527643203735352,-6.0308575630188,-5.02982521057129,1.00103235244751,-5.59114599227905,-4.96914625167847,0.621999740600586,-5.8467869758606,-5.0755352973938,0.771251678466797,-5.78128528594971,-4.64092922210693,1.14035606384277,-5.79519748687744,-4.98274087905884,0.812456607818604,-6.02744197845459,-5.18701934814453,0.840422630310059,-6.12731790542603,-5.09687948226929,1.03043842315674,-6.12731790542603,-5.09687948226929,1.03043842315674,-6.12731790542603,-5.09687948226929,1.03043842315674
"65",65,165,"flung","alternating",65,"longIndefinite","John flung a woman wearing a hat an apple.","John flung an apple to a woman wearing a hat.",-6.2085657119751,-4.88082408905029,1.3277416229248,-6.79775428771973,-5.07421016693115,1.72354412078857,-6.48593711853027,-5.49178028106689,0.994156837463379,-6.9396595954895,-5.17267608642578,1.76698350906372,-6.42621421813965,-5.32075881958008,1.10545539855957,-6.57162618637085,-5.18804988861084,1.38357629776001,-6.29339027404785,-4.87528467178345,1.4181056022644,-6.60629081726074,-5.05909633636475,1.547194480896,-6.60629081726074,-5.05909633636475,1.547194480896,-6.60629081726074,-5.05909633636475,1.547194480896
"66",66,165,"flung","alternating",65,"shortIndefinite","Linda flung a man an apple.","Linda flung an apple to a man.",-7.56893396377563,-6.34778499603271,1.22114896774292,-7.44041013717651,-6.46482992172241,0.975580215454102,-7.24935674667358,-6.91159725189209,0.337759494781494,-7.54390001296997,-6.37416219711304,1.16973781585693,-7.52878284454346,-6.57937717437744,0.949405670166016,-7.46627674102783,-6.53555030822754,0.930726432800293,-6.70765972137451,-5.87894868850708,0.828711032867432,-6.38522005081177,-5.83693361282349,0.548286437988281,-6.38522005081177,-5.83693361282349,0.548286437988281,-6.38522005081177,-5.83693361282349,0.548286437988281
"67",67,167,"chucked","alternating",67,"longIndefinite","Alice chucked a woman who was wearing a hat a bag.","Alice chucked a bag to a woman who was wearing a hat.",-4.76943206787109,-3.84057521820068,0.92885684967041,-4.80343294143677,-3.83667492866516,0.966758012771606,-4.39836263656616,-3.70813274383545,0.690229892730713,-4.58003091812134,-4.09787511825562,0.482155799865723,-4.62734079360962,-3.91512179374695,0.712218999862671,-4.635719871521,-3.87967596054077,0.756043910980225,-4.60346460342407,-3.77140402793884,0.832060575485229,-4.70274782180786,-3.56063485145569,1.14211297035217,-4.70274782180786,-3.56063485145569,1.14211297035217,-4.70274782180786,-3.56063485145569,1.14211297035217
"68",68,167,"chucked","alternating",67,"shortIndefinite","Juan chucked a woman a bag.","Juan chucked a bag to a woman.",-6.70984268188477,-5.56531476974487,1.14452791213989,-6.15309715270996,-5.42261409759521,0.730483055114746,-6.33335828781128,-5.70735692977905,0.626001358032227,-6.80323791503906,-6.05111742019653,0.752120494842529,-6.52591228485107,-5.56663513183594,0.959277153015137,-6.50508966445923,-5.66260766983032,0.842481994628906,-6.43322372436523,-5.41869068145752,1.01453304290771,-5.70555305480957,-4.96775436401367,0.737798690795898,-5.70555305480957,-4.96775436401367,0.737798690795898,-5.70555305480957,-4.96775436401367,0.737798690795898
"69",69,169,"repaid","alternating",69,"longIndefinite","John repaid a woman from work some money.","John repaid some money to a woman from work.",-6.27195024490356,-5.13184881210327,1.14010143280029,-6.38622570037842,-5.09981536865234,1.28641033172607,-6.45459270477295,-5.16373777389526,1.29085493087769,-6.52451515197754,-5.43904542922974,1.0854697227478,-7.185227394104,-4.90147018432617,2.28375720977783,-6.56450223922729,-5.14718351364136,1.41731872558594,-6.20398283004761,-4.81578636169434,1.38819646835327,-6.44171476364136,-5.28806972503662,1.15364503860474,-6.44171476364136,-5.28806972503662,1.15364503860474,-6.44171476364136,-5.28806972503662,1.15364503860474
"70",70,169,"repaid","alternating",69,"shortIndefinite","Maria repaid a woman some money.","Maria repaid some money to a woman.",-7.04796171188354,-5.60365629196167,1.44430541992188,-5.90793371200562,-5.03877305984497,0.869160652160645,-6.14555883407593,-5.14942455291748,0.996134281158447,-6.50055551528931,-5.34682846069336,1.15372705459595,-5.98598432540894,-4.8394455909729,1.14653873443604,-6.31759881973267,-5.19562559127808,1.12197322845459,-6.09884786605835,-4.91181325912476,1.18703460693359,-6.35942697525024,-5.39025545120239,0.969171524047852,-6.35942697525024,-5.39025545120239,0.969171524047852,-6.35942697525024,-5.39025545120239,0.969171524047852
"71",71,171,"wheeled","alternating",71,"longIndefinite","Alice wheeled a man wearing a hat some fruit.","Alice wheeled some fruit to a man wearing a hat.",-6.30689239501953,-4.84448671340942,1.46240568161011,-5.77164506912231,-4.36722373962402,1.40442132949829,-6.07880020141602,-4.58969259262085,1.48910760879517,-5.98015117645264,-4.73873376846313,1.2414174079895,-6.08756494522095,-4.62937307357788,1.45819187164307,-6.04501075744629,-4.63390197753906,1.41110877990723,-6.14752864837646,-4.51458406448364,1.63294458389282,-6.22092580795288,-4.50248432159424,1.71844148635864,-6.22092580795288,-4.50248432159424,1.71844148635864,-6.22092580795288,-4.50248432159424,1.71844148635864
"72",72,171,"wheeled","alternating",71,"shortIndefinite","Mary wheeled a man some fruit.","Mary wheeled some fruit to a man.",-7.45564794540405,-6.13769769668579,1.31795024871826,-7.0201416015625,-5.37113952636719,1.64900207519531,-6.87093019485474,-6.15061712265015,0.72031307220459,-6.09362697601318,-5.27010917663574,0.823517799377441,-6.6770396232605,-5.62197160720825,1.05506801605225,-6.82347726821899,-5.71030702590942,1.11317024230957,-5.83236932754517,-5.00617218017578,0.826197147369385,-6.59019565582275,-5.42247152328491,1.16772413253784,-6.59019565582275,-5.42247152328491,1.16772413253784,-6.59019565582275,-5.42247152328491,1.16772413253784
"73",73,173,"hurled","alternating",73,"longIndefinite","John hurled a woman from work a ball.","John hurled a ball to a woman from work.",-6.56795835494995,-5.0285177230835,1.53944063186646,-7.03185558319092,-5.56343650817871,1.46841907501221,-6.89537334442139,-5.69630765914917,1.19906568527222,-7.09298133850098,-5.33646774291992,1.75651359558105,-6.17223167419434,-5.59323310852051,0.578998565673828,-6.75208005905151,-5.44359254837036,1.30848751068115,-6.58383178710938,-5.54260921478271,1.04122257232666,-7.38185405731201,-5.58188819885254,1.79996585845947,-7.38185405731201,-5.58188819885254,1.79996585845947,-7.38185405731201,-5.58188819885254,1.79996585845947
"74",74,173,"hurled","alternating",73,"shortIndefinite","Linda hurled a man a ball.","Linda hurled a ball to a man.",-6.90348529815674,-5.7163233757019,1.18716192245483,-7.13355588912964,-5.94215631484985,1.19139957427979,-6.74647283554077,-5.62872362136841,1.11774921417236,-6.75042200088501,-6.07063055038452,0.679791450500488,-7.12632703781128,-6.02199172973633,1.10433530807495,-6.93205261230469,-5.8759651184082,1.05608749389648,-6.93565320968628,-5.60564565658569,1.33000755310059,-6.31896543502808,-5.07392978668213,1.24503564834595,-6.31896543502808,-5.07392978668213,1.24503564834595,-6.31896543502808,-5.07392978668213,1.24503564834595
"75",75,175,"faxed","alternating",75,"longIndefinite","Bob faxed a woman who was from work a form.","Bob faxed a form to a woman who was from work.",-5.93650007247925,-4.70912170410156,1.22737836837769,-6.11146593093872,-4.55142641067505,1.56003952026367,-6.3552417755127,-4.45074987411499,1.90449190139771,-6.10230875015259,-4.83943271636963,1.26287603378296,-6.06361532211304,-4.52150869369507,1.54210662841797,-6.11382637023926,-4.61444787979126,1.499378490448,-5.48765802383423,-4.49546146392822,0.992196559906006,-5.78370714187622,-4.64465618133545,1.13905096054077,-5.78370714187622,-4.64465618133545,1.13905096054077,-5.78370714187622,-4.64465618133545,1.13905096054077
"76",76,175,"faxed","alternating",75,"shortIndefinite","John faxed a woman a form.","John faxed a form to a woman.",-5.70163631439209,-4.75557947158813,0.946056842803955,-6.22206115722656,-4.7066535949707,1.51540756225586,-6.38189172744751,-4.83279609680176,1.54909563064575,-6.41430044174194,-5.22329378128052,1.19100666046143,-6.16581010818481,-4.9548192024231,1.21099090576172,-6.17713994979858,-4.89462842941284,1.28251152038574,-5.60139560699463,-4.76742076873779,0.833974838256836,-5.85440921783447,-4.93406867980957,0.920340538024902,-5.85440921783447,-4.93406867980957,0.920340538024902,-5.85440921783447,-4.93406867980957,0.920340538024902
"77",77,177,"telephoned","alternating",77,"longIndefinite","Michael telephoned a man from work some news.","Michael telephoned some news to a man from work.",-5.59677839279175,-5.53546810150146,0.0613102912902832,-5.59760189056396,-5.13800764083862,0.459594249725342,-5.85933637619019,-5.0318603515625,0.827476024627686,-6.24834012985229,-5.75851535797119,0.489824771881104,-5.62769031524658,-4.97145986557007,0.656230449676514,-5.78594942092896,-5.28706226348877,0.498887157440186,-4.95089960098267,-5.0404372215271,-0.0895376205444336,-5.5144624710083,-5.64997100830078,-0.13550853729248,-5.5144624710083,-5.64997100830078,-0.13550853729248,-5.5144624710083,-5.64997100830078,-0.13550853729248
"78",78,177,"telephoned","alternating",77,"shortIndefinite","Maria telephoned a man some news.","Maria telephoned some news to a man.",-5.8357048034668,-5.65233373641968,0.183371067047119,-5.32023572921753,-5.19965887069702,0.120576858520508,-5.45497369766235,-4.87452936172485,0.5804443359375,-6.02423191070557,-5.97697782516479,0.0472540855407715,-4.97019100189209,-4.89067268371582,0.0795183181762695,-5.52106742858887,-5.31883449554443,0.202232933044434,-4.71644020080566,-4.93512725830078,-0.218687057495117,-5.44784927368164,-5.74494600296021,-0.297096729278564,-5.44784927368164,-5.74494600296021,-0.297096729278564,-5.44784927368164,-5.74494600296021,-0.297096729278564
"79",79,179,"heaved","alternating",79,"longIndefinite","John heaved a man who was wearing a hat a ball.","John heaved a ball to a man who was wearing a hat.",-5.07580327987671,-3.9500412940979,1.12576198577881,-4.90151643753052,-3.54234480857849,1.35917162895203,-4.42282295227051,-3.81398940086365,0.60883355140686,-4.94323587417603,-4.09965896606445,0.843576908111572,-4.95103979110718,-4.08708477020264,0.863955020904541,-4.85888366699219,-3.89862384796143,0.960259819030762,-4.68090295791626,-3.87277626991272,0.80812668800354,-5.25198984146118,-4.27956485748291,0.972424983978271,-5.25198984146118,-4.27956485748291,0.972424983978271,-5.25198984146118,-4.27956485748291,0.972424983978271
"80",80,179,"heaved","alternating",79,"shortIndefinite","Mary heaved a man a ball.","Mary heaved a ball to a man.",-6.43665981292725,-5.43726682662964,0.999392986297607,-5.5501914024353,-4.46270656585693,1.08748483657837,-5.57827234268188,-5.04198026657104,0.53629207611084,-6.11057043075562,-5.27596473693848,0.834605693817139,-6.24537563323975,-5.2665548324585,0.97882080078125,-5.98421392440796,-5.09689464569092,0.887319278717041,-5.65359163284302,-4.82577133178711,0.827820301055908,-6.25060176849365,-5.50726747512817,0.743334293365479,-6.25060176849365,-5.50726747512817,0.743334293365479,-6.25060176849365,-5.50726747512817,0.743334293365479
"81",81,181,"slung","alternating",81,"longIndefinite","Mary slung a man who was wearing a hat a glance.","Mary slung a glance to a man who was wearing a hat.",-5.44085836410522,-4.32736778259277,1.11349058151245,-5.16869688034058,-4.02884483337402,1.13985204696655,-5.89133214950562,-4.67566967010498,1.21566247940063,-5.16707181930542,-4.15583753585815,1.01123428344727,-5.61365175247192,-4.64073610305786,0.972915649414062,-5.45632219314575,-4.36569118499756,1.09063100814819,-4.82917547225952,-4.24838590621948,0.580789566040039,-5.08753156661987,-4.22305870056152,0.86447286605835,-5.08753156661987,-4.22305870056152,0.86447286605835,-5.08753156661987,-4.22305870056152,0.86447286605835
"82",82,181,"slung","alternating",81,"shortIndefinite","Bob slung a man a glance.","Bob slung a glance to a man.",-6.28496503829956,-5.61401462554932,0.670950412750244,-5.88780927658081,-5.2064790725708,0.68133020401001,-6.93056344985962,-6.08243417739868,0.848129272460938,-6.02633428573608,-5.22286081314087,0.803473472595215,-6.85809230804443,-5.91360330581665,0.944489002227783,-6.3975528717041,-5.60787839889526,0.789674472808838,-5.77988004684448,-5.4777045249939,0.302175521850586,-6.49981212615967,-5.82536029815674,0.67445182800293,-6.49981212615967,-5.82536029815674,0.67445182800293,-6.49981212615967,-5.82536029815674,0.67445182800293
"83",83,183,"loaned","alternating",83,"longIndefinite","Linda loaned a man from work some equipment.","Linda loaned some equipment to a man from work.",-6.90226268768311,-5.75856828689575,1.14369440078735,-6.78781747817993,-5.71027374267578,1.07754373550415,-6.76796245574951,-5.63754463195801,1.1304178237915,-7.34640026092529,-5.96260070800781,1.38379955291748,-7.16143655776978,-5.68848943710327,1.4729471206665,-6.99317588806152,-5.75149536132812,1.2416805267334,-6.12785291671753,-5.27622938156128,0.85162353515625,-5.38769674301147,-4.9236888885498,0.46400785446167,-5.38769674301147,-4.9236888885498,0.46400785446167,-5.38769674301147,-4.9236888885498,0.46400785446167
"84",84,183,"loaned","alternating",83,"shortIndefinite","John loaned a man some equipment.","John loaned some equipment to a man.",-5.94506740570068,-5.10432147979736,0.84074592590332,-5.80756711959839,-5.15139102935791,0.656176090240479,-6.55912160873413,-5.35356044769287,1.20556116104126,-6.17312383651733,-5.41516256332397,0.757961273193359,-5.39620733261108,-5.13147735595703,0.264729976654053,-5.97621746063232,-5.23118257522583,0.745034885406494,-5.53817462921143,-4.89278697967529,0.645387649536133,-5.67709112167358,-5.05874729156494,0.618343830108643,-5.67709112167358,-5.05874729156494,0.618343830108643,-5.67709112167358,-5.05874729156494,0.618343830108643
"85",85,185,"ceded","alternating",85,"longIndefinite","Alice ceded a woman wearing a hat a case.","Alice ceded a case to a woman wearing a hat.",-5.90706539154053,-4.26772356033325,1.63934183120728,-6.09826946258545,-4.60740613937378,1.49086332321167,-6.19078826904297,-4.24370384216309,1.94708442687988,-5.54444026947021,-4.38371992111206,1.16072034835815,-6.35214185714722,-4.67656373977661,1.67557811737061,-6.01854104995728,-4.43582344055176,1.58271760940552,-6.08934116363525,-4.43168210983276,1.65765905380249,-6.3495569229126,-4.60698175430298,1.74257516860962,-6.3495569229126,-4.60698175430298,1.74257516860962,-6.3495569229126,-4.60698175430298,1.74257516860962
